stateHash,stateValue
"[[1], [0, 0], [0, 1, 1], [0, 0, 0, 0], [0, 0, 0], [0, 0], [0]]",-9.099994733100003
"[[1], [0, 0], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 0], [0]]",-9.99999999
"[[1], [1, 0], [1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [0]]",-0.375919975936241
"[[1], [1, 0], [0, 0, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [0]]",-1.715757356904512
"[[1], [1, 0], [0, 0, 1], [1, 1, 1, 1], [1, 1, 0], [1, 0], [1]]",-0.4634304539143002
"[[1], [1, 0], [1, 0, 1], [1, 0, 1, 1], [1, 0, 0], [1, 0], [1]]",-0.11025217150021813
"[[1], [1, 0], [1, 0, 0], [1, 0, 0, 1], [1, 1, 0], [1, 0], [1]]",-0.108844241931
"[[1], [1, 0], [1, 0, 0], [1, 0, 1, 1], [1, 0, 0], [0, 0], [1]]",-0.20092737896100005
"[[1], [1, 0], [1, 0, 0], [0, 0, 1, 1], [0, 0, 0], [1, 0], [1]]",-0.09948509999999999
"[[1], [1, 0], [1, 0, 0], [0, 1, 0, 0], [0, 0, 0], [1, 0], [1]]",-4.937732885821533
"[[1], [1, 0], [1, 0, 0], [0, 1, 0, 0], [1, 0, 0], [0, 0], [0]]",-0.171
"[[1], [0, 0], [0, 0, 0], [1, 1, 0, 0], [1, 0, 0], [0, 0], [0]]",-9.099197285355
"[[1], [0, 0], [0, 1, 0], [1, 0, 0, 0], [0, 0, 0], [0, 0], [0]]",-9.999999999999
"[[0], [1, 1], [1, 1, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]",1.7960524111619007
"[[0], [1, 0], [1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",2.1067249012910008
